"S1" "S4" "S7" "S2" "S5" "S8" "S3" "S6" "S9"
"PPP1R14A" 655 1893 198 863 1438 91 944 1390 740
"SPINT2" 48886 51747 53239 52587 51977 26733 48552 47598 41917
"C19orf33" 381 515 637 485 333 281 492 159 475
"YIF1B" 648 892 1046 808 914 550 866 700 922
"DNAAF3" 10 25 4 13 15 3 9 22 3
"PSCA" 205 205 294 225 194 130 177 177 241
"ATCAY" 11 8 3 6 3 7 7 7 3
"LY6D" 8 5 24 8 2 72 12 4 3
"DAPK3" 5052 3270 5379 4886 3675 4487 4338 6011 3344
"EEF2" 101584 89478 97319 97206 88079 51137 106816 90864 70437
"TMIGD2" 25 17 131 41 38 95 33 28 40
"CHAF1A" 961 769 1301 1084 852 778 1271 1586 1209
"UBXN6" 5240 4941 5801 5933 5178 2904 5479 4422 4078
"HDGFL2" 1619 2085 2693 1782 2127 1144 2209 952 1906
"PLIN4" 68 43 65 84 52 37 65 53 90
"SEMA6B" 1008 1097 1407 907 960 1512 1214 293 702
"ZNF444" 546 773 976 705 838 522 751 425 838
"NXN" 710 927 1930 695 854 365 827 328 352
"FAM57A" 624 397 637 642 372 385 791 839 545
"GLOD4" 3060 2746 3906 2852 3055 1809 3483 2560 3601
"MFSD3" 307 409 832 338 468 250 417 317 547
"GPT" 6 6 7 13 13 10 5 7 9
"KIFC2" 359 274 480 402 283 309 543 173 328
"SLC43A2" 57854 40555 33843 52623 58475 16556 41340 25855 29167
"RILP" 334 405 303 419 708 482 308 434 199
"SERPINF2" 9 14 39 17 16 22 19 6 12
"WDR81" 424 467 881 517 567 700 518 615 564
"SRR" 1758 1592 2273 1833 1649 1478 2120 3527 2034
"TSR1" 3306 2872 4092 3273 2908 2735 3809 7816 3674
"TRPV3" 135 36 51 158 47 85 96 49 54
"HSD11B1L" 217 220 216 245 210 104 276 141 216
"CYB5D2" 3841 2190 4959 5881 5115 5946 4509 1984 4404
"GGT6" 0 1 0 0 0 0 0 0 0
"C19orf48" 1309 1494 2028 1744 1549 1197 1860 3083 1648
"KLK1" 1 0 2 1 1 1 2 0 0
"KLK4" 0 0 0 0 0 2 0 0 0
"KLK2" 3 0 2 2 0 0 8 2 2
"KLK5" 1 1 0 0 0 2 0 0 0
"KLK6" 2 0 1 3 0 1 0 0 0
"KLK11" 0 0 1 0 0 2 0 0 0
"KLK13" 0 0 0 0 0 0 1 0 0
"ZNF83" 4415 3791 5157 4976 4368 4651 4873 10355 7480
"KRT80" 5116 2424 6864 3977 3132 3556 4004 2714 4426
"KRT1" 21 37 4 14 32 5 18 44 15
"ACER1" 3 9 11 3 19 9 3 10 5
"OTUB1" 4861 5701 6656 4916 5988 3282 5030 6758 5481
"RCOR2" 22 28 54 41 34 33 41 40 50
"ANGPTL4" 9873 3572 9214 12825 4685 8036 8848 2313 2219
"CD320" 389 623 598 440 648 595 436 606 511
"SPRYD3" 812 884 1570 777 984 903 940 642 800
"IGFBP6" 76 61 4538 65 66 761 48 67 36
"SOAT2" 7 2 42 3 5 22 2 1 2
"ZNF558" 927 628 926 893 712 535 911 471 919
"CABP2" 0 0 0 0 0 0 0 0 0
"NDUFV1" 3773 4238 5203 3948 4739 2450 4542 3264 4271
"CDK2AP2" 875 957 1045 940 944 554 882 1097 708
"NUDT8" 139 159 153 130 124 59 178 91 107
"TBX10" 1 0 0 2 0 0 1 0 0
"PRDX2" 5251 7219 6447 5467 7182 2235 5939 7747 6309
"OR8J3" 0 0 0 0 0 0 0 0 0
"OR5I1" 0 0 0 0 0 1 0 0 0
"ZNF232" 209 250 392 230 237 195 307 332 612
"MIS12" 542 552 834 489 621 563 523 1440 722
"CD300C" 103 65 95 85 42 135 60 70 42
"CD300A" 606 348 735 582 374 1261 427 247 464
"TEKT1" 1 4 6 4 5 14 4 0 3
"HID1" 1931 2369 3265 1923 2441 1083 2131 1224 2578
"MRPL58" 915 1221 1324 1086 1088 587 1107 921 1407
"ATP5PD" 4618 5573 5176 4611 5293 2566 4786 5884 4639
"TMEM88" 78 397 52 71 325 29 69 374 142
"EVPL" 175 126 264 212 149 280 263 83 225
"SRP68" 5642 5849 7409 5623 6009 4186 5579 6905 5792
"MGAT5B" 9 28 11 18 21 35 3 16 6
"TMC8" 78 54 189 67 48 152 34 60 38
"TK1" 751 1245 903 1171 1089 536 1164 2257 1163
"TMEM68" 1040 1098 1272 1020 1116 607 1122 1557 1430
"CYP7A1" 7 1 3 2 3 2 0 4 5
"GSDMA" 3 6 23 4 5 60 4 10 5
"KRT24" 57 15 47 113 17 71 125 12 48
"TMEM99" 485 354 459 412 303 240 614 213 462
"GHDC" 384 384 724 509 437 459 546 418 591
"FAM234A" 5675 4671 7625 5805 5451 3445 5595 3965 5286
"SOST" 0 3 10 0 1 2 1 0 1
"ZNF598" 1846 1925 3256 1599 1819 1862 1713 2720 1782
"RAB26" 1 5 5 1 7 5 6 8 9
"MLST8" 1067 1155 1525 1088 1059 660 1308 998 1299
"E4F1" 724 889 1234 688 872 724 866 1069 1027
"DNASE1L2" 12 17 5 5 12 8 9 29 10
"ECI1" 1686 2415 2287 2037 2136 1006 1824 2458 1794
"CASKIN1" 409 485 666 385 393 299 452 388 401
"ABCA3" 59 204 143 55 145 54 51 152 81
"KCTD5" 1316 1410 2222 1346 1536 1584 1447 3118 1508
"SRRM2" 28888 20686 29447 27263 24620 19939 26484 29898 28761
"ZNF597" 299 228 385 356 297 444 48 568 295
"NLRC3" 29 56 90 31 53 157 34 60 52
"SDHAF2" 1724 1297 1900 1639 1289 1006 1692 1653 1652
"DDB1" 55049 45973 73150 60382 57294 34316 54039 28797 62402
"VPS37C" 3077 2197 4001 3140 2871 2352 2782 2182 3015
"VWCE" 53 46 198 220 125 497 76 63 59
"RAB3IL1" 250 241 582 297 314 494 216 193 156
"BEST1" 138673 60703 82073 121149 67416 65545 89160 57953 47484
"FTH1" 171026 75460 103843 152233 84459 82050 109980 69943 57332
"BSCL2" 1482 1289 1877 1759 1573 1186 1561 1570 1392
"POLR2G" 1941 2491 2268 1935 2482 1024 2055 1997 2186
"SLC3A2" 22676 15540 18823 23519 16456 17078 19963 27218 14746
"PLAAT5" 7 8 5 7 4 3 6 5 4
"SPINDOC" 1562 1619 2813 1295 1571 967 1853 1849 1906
"ATG16L2" 3672 3652 3324 4038 4260 2205 3950 1279 3370
"C2CD3" 1259 1706 2495 1387 1704 1685 1211 2225 1930
"TRANK1" 876 295 777 4682 3496 5125 936 298 560
"TTC21A" 187 57 133 152 173 184 159 89 175
"RPSA" 25821 32364 22933 28440 29528 9879 30183 32727 24743
"ENTPD3" 28 21 190 39 24 118 41 17 20
"CTNNB1" 62716 46589 54554 53898 52071 33442 55681 63130 46449
"ULK4" 580 677 1003 573 682 444 583 767 534
"FADD" 1786 1672 2819 1875 2002 1586 1916 928 2022
"LTBP3" 2755 2329 3742 3294 2933 1829 3153 2961 1935
"NAALADL1" 28 55 37 33 46 36 45 37 41
"SAC3D1" 174 257 238 195 224 115 223 294 228
"BATF2" 8 21 27 457 553 2573 16 60 7
"SLC22A11" 32342 11488 27189 27692 18429 16591 23764 17398 21730
"SF1" 6053 5901 10120 5463 6282 7089 6201 11683 8418
"MAP4K2" 652 905 889 672 966 421 692 710 759
"MAJIN" 0 5 1 7 4 9 1 3 4
"CCDC88B" 242 118 299 263 145 311 229 82 209
"SCARA3" 3418 3534 8079 4232 3956 3982 5433 2340 5177
"PBK" 356 758 485 464 573 236 523 849 743
"SCARA5" 16 24 2346 15 11 1140 20 15 9
"PNOC" 4 2 1 4 1 2 1 1 2
"COPS6" 2251 3267 3700 2448 2926 1517 2740 2745 2972
"PAFAH1B2" 5254 6896 6802 5324 7459 4851 4484 6339 5158
"ANKS3" 309 354 620 312 353 370 425 316 574
"NUDT16L1" 727 758 945 749 775 393 905 1036 775
"KIAA1586" 1589 1713 1801 1948 2154 1047 2038 1418 1748
"RAB4A" 1510 1558 1891 1152 1269 682 1762 1022 1582
"OR1F1" 0 0 1 0 1 1 0 1 3
"OR2B2" 0 0 0 0 0 1 0 1 2
"KCNJ4" 2 1 4 1 0 2 3 0 0
"SETD5" 7693 6369 9396 7541 7527 5822 6661 6337 7882
"VASN" 1316 1952 3375 1400 1885 2818 1868 4301 992
"FAM83B" 4261 1830 2981 3866 2942 2701 3210 3174 3308
"HIST3H3" 0 0 0 0 2 0 0 5 0
"THAP9" 382 311 454 457 425 293 427 451 486
"OR2C1" 0 3 0 2 0 0 3 1 0
"RNF187" 2425 2363 4005 2808 2146 1735 3106 1416 2507
"HOOK3" 8960 4514 6037 6981 5017 3256 5260 3901 5347
"MAPK1IP1L" 6776 5172 7345 6374 6136 4840 6629 8859 6076
"DDIT4" 20952 20815 18443 24119 21103 11429 21270 8371 9485
"RBPJ" 8795 8962 9297 8734 9421 5234 7997 5842 7894
"LMBRD1" 3757 3419 4329 4155 3406 2495 4167 1330 3883
"ZCCHC4" 301 316 420 349 344 285 365 318 484
"PTGDR" 1 0 10 1 0 13 0 3 0
"TTC39C" 232 154 314 247 127 205 287 79 117
"GLYCTK" 168 291 214 140 263 123 192 307 232
"GNG4" 148 62 819 130 145 575 187 87 336
"UBTD2" 1803 1502 2397 1818 1456 1719 1644 1474 1684
"POLR2J3" 47 38 24 36 34 22 49 44 68
"NKIRAS2" 2412 2303 3326 2573 2724 2104 2691 2764 2284
"DNAJC7" 3047 3259 5011 3004 3546 3073 3290 3786 3903
"KCNV2" 6 3 5 2 6 4 14 1 15
"IRF2BP2" 11333 5749 8237 11270 6608 6285 9659 5593 5265
"PTF1A" 0 0 0 3 0 0 0 0 1
"NT5DC2" 424 587 677 255 394 215 538 724 682
"FOXI1" 14 0 1 6 1 0 2 0 0
"SMIM4" 1817 1704 2498 1642 1826 1442 1811 1659 2283
"COA6" 651 744 680 690 655 429 685 932 663
"KIF5C" 42 9 28 50 22 21 15 5 15
"MGAT2" 887 705 1364 732 744 993 1095 660 928
"BMI1" 2718 2655 3728 2821 2750 1969 3057 3730 3285
"THAP11" 817 849 1144 1012 796 525 1045 789 999
"MMADHC" 6179 6268 6814 6154 6404 4292 5727 9758 5504
"PDHB" 2424 3192 3431 2275 3567 1688 2593 2875 3134
"PXK" 959 1077 1400 1204 1637 1583 959 625 963
"HIST1H1E" 25 30 45 17 32 43 33 53 21
"PCMTD1" 5289 4182 4769 5916 5912 3364 4849 2735 5625
"KCTD6" 162 196 296 216 223 197 249 306 224
"MPLKIP" 1063 1107 1405 1114 1080 704 1173 1302 1346
"ACOX2" 51 60 20 27 71 3 27 67 35
"FAM107A" 105 278 162 102 192 29 162 97 94
"IRF2" 2324 1745 1945 3016 3055 2435 1762 773 1554
"MOBP" 2 4 2 3 2 3 7 2 4
"CX3CR1" 8 15 22 9 11 2 25 5 16
"PPDPFL" 0 0 0 0 0 0 0 0 0
"XIRP1" 50 21 445 47 48 295 46 81 9
"INSM2" 2 0 1 1 1 1 5 9 1
"DEGS2" 697 554 649 993 675 399 876 372 526
"SCN11A" 36 103 18 65 149 34 31 104 101
"ARF4" 25099 23986 26351 23282 23104 15525 18817 25292 20398
"SEPTIN2" 20597 24378 24273 18610 24509 11117 20061 18937 22225
"FILIP1L" 1544 2500 1268 1563 3331 1106 2205 3405 1094
"MFSD2A" 217 123 665 158 103 254 135 230 61
"DTYMK" 724 962 969 761 729 431 818 819 1083
"TAP1" 3339 1541 3313 12419 7995 18499 2114 1712 1307
"ING5" 1110 912 1653 1137 943 839 1304 784 1521
"ATG4B" 2862 1866 3889 2653 2302 2076 2930 2477 3595
"BDKRB2" 476 107 2093 261 171 318 118 41 99
"MLKL" 172 150 138 580 524 857 188 197 99
"RFWD3" 1924 1834 3477 2091 2101 2095 1878 3692 2888
"MTNR1A" 0 1 0 0 1 1 3 1 2
"KCNG4" 0 2 1 1 2 0 1 0 1
"RHOH" 189 29 123 137 20 159 46 29 36
"KLHL30" 13 5 41 22 13 33 40 7 24
"COG7" 862 837 1208 813 909 589 992 424 1286
"CDC40" 716 814 1139 794 975 663 983 762 1151
"STIP1" 4178 5090 7160 3518 4809 3726 3898 7616 5066
"SCNN1B" 70 41 37 33 15 37 40 17 15
"HR" 276 37 157 323 40 99 194 49 158
"TXNDC2" 8 4 2 4 4 3 7 1 9
"RAB31" 11537 8632 17810 7754 9259 7211 8598 5628 12413
"REEP4" 2152 2596 2738 2730 2971 1378 2104 1382 2025
"TNXB" 194 455 939 221 488 426 164 280 220
"LGI3" 7 0 15 0 1 4 0 1 1
"SFTPC" 0 0 2 0 0 0 0 0 0
"BMP1" 2991 1567 3462 2723 1646 3304 2148 1274 1636
"ATXN2L" 7081 5511 8199 7391 6568 5752 6015 6444 5659
"PHYHIP" 9 22 333 9 7 117 6 13 4
"CCDC110" 34 11 19 25 15 4 37 14 16
"POLR3D" 1666 1532 2072 1685 1609 1621 1557 1964 1397
"FEN1" 1346 1458 1722 1639 1243 1021 1723 4115 1554
"CAVIN2" 203 1050 230 233 820 89 374 614 707
"MTCL1" 1174 605 1760 903 604 870 1250 319 1410
"GBX2" 4 5 3 5 12 0 2 13 1
"HJV" 3 2 3 3 1 3 3 5 0
"SCGB1D1" 0 0 0 0 0 0 0 0 0
"HEXIM2" 102 152 216 134 150 82 180 97 167
"FNTA" 5827 5478 6536 5941 6027 4194 5501 6645 6264
"SERINC2" 17032 14548 16016 18422 15646 8777 15708 11863 11981
"MYL1" 8 1 2 2 1 2 0 0 3
"TRAPPC11" 1681 1623 2041 1805 1884 1454 1960 1029 1977
"CHRM1" 10 6 5 6 8 5 5 8 12
"COL3A1" 40015 57760 16637 31626 57060 11573 32457 68083 27085
"GFRA2" 175 205 108 165 214 49 211 68 178
"ING2" 694 659 791 714 583 556 823 728 576
"CDKN2AIP" 1287 1667 1665 1424 1910 1506 1381 3119 1447
"SNRNP48" 912 1062 1057 898 1174 482 1067 937 1086
"TMEM223" 2488 2364 3328 2796 2515 1910 2560 2734 2923
"SLC20A2" 5709 7463 8379 4651 7585 6740 6336 23305 6926
"CRYGA" 0 0 0 0 0 0 0 0 0
"DYNLRB2" 32 15 30 26 33 17 58 46 35
"TMUB2" 2056 1466 2430 2218 1862 1808 1970 1850 2010
"ADAM29" 3 11 1 3 4 4 4 3 3
"STAT3" 12811 8229 13228 10606 10385 8926 9207 6611 7498
"ZSWIM1" 359 310 534 351 387 247 420 521 424
"ADAM9" 19979 14328 17089 17777 14879 15096 16420 15519 14952
"ADAM18" 11 16 8 17 3 7 13 8 12
"GDNF" 157 179 124 187 237 150 124 268 31
"MUCL3" 1 2 1 1 3 0 1 1 0
"WFDC13" 2 2 7 1 0 5 3 2 11
"AXIN2" 2082 656 1477 2332 728 895 1974 1535 1404
"NDUFS5" 4070 5524 4567 4110 5389 1882 4665 5152 3805
"VWA3B" 5 16 17 12 8 34 16 19 8
"ZNF30" 18 45 56 31 43 30 51 22 84
"UGT3A2" 8 4 4 12 4 12 2 5 1
"LRATD2" 1911 1683 2384 2078 2410 2199 1748 2186 1825
"LDLRAD4" 149 212 145 72 162 93 101 159 118
"KCTD19" 17 18 7 14 26 5 9 31 9
"SLC16A4" 4631 3645 6046 7122 6605 5317 4174 2208 5463
"IL7R" 859 422 450 793 702 2656 270 191 227
"TMEM208" 1493 1466 1547 1523 1399 951 1386 2699 1295
"LRP1B" 41 110 57 87 16 57 50 25 94
"WFDC12" 0 0 0 0 2 1 0 0 0
"AHCYL1" 14493 11819 17172 12624 13753 8086 12385 14698 14550
"DNAJC21" 5973 5674 7150 5222 5697 3634 5648 6013 6318
"PKIG" 2721 4807 6306 3289 4576 2680 3411 2030 1651
"NPNT" 1640 756 718 1593 623 270 1447 588 414
"CA7" 0 5 5 2 4 0 2 5 0
"FAM178B" 140 36 93 107 53 63 140 61 60
"TSPY2" 0 0 0 0 0 0 0 0 0
"SEMA4C" 26642 15441 18006 21684 18088 14202 22050 15788 13685
"CNNM3" 1093 1191 1534 1167 1298 693 1486 1062 1259
"GSTM4" 282 420 877 332 498 378 451 384 758
"TET2" 3239 2586 3339 3644 3779 2780 3756 2209 3877
"CXXC4" 7 26 9 8 12 6 11 14 21
"TCTN2" 249 212 313 308 214 148 379 180 249
"SHOX2" 3 2 17 14 13 140 6 5 3
"PPIP5K1" 500 337 763 360 446 259 475 252 582
"TSPAN5" 177 243 597 192 204 342 200 113 136
"ABHD15" 138 151 348 165 154 249 199 102 218
"ZBTB5" 2698 2790 2509 2535 3138 1335 2151 3460 2074
"CHTF8" 6063 4071 6892 5964 5168 4269 5910 8644 5166
"ADAL" 108 147 200 117 114 79 158 113 171
"LCMT2" 198 190 365 143 168 211 259 326 272
"SNTB2" 919 1316 1390 908 1158 1003 1013 1266 1326
"IL12A" 28 49 57 30 55 41 31 123 19
"ZNF507" 1338 1181 2428 1511 1374 1304 1537 1760 2096
"STX18" 2994 2688 3611 3182 3016 2068 3044 2199 3366
"NSG1" 692 662 1425 705 584 356 906 795 962
"ZBTB49" 224 172 224 168 186 196 207 210 244
"GFM1" 1984 2532 4028 1699 2562 2033 2534 2755 3267
"OR13J1" 1 0 0 0 1 0 1 0 0
"HTR1E" 3 7 0 1 2 1 4 2 7
"FSTL5" 12 33 18 25 20 27 11 13 17
"DDX19A" 2089 2006 3157 2066 2050 1686 2370 2266 2559
"ATOH8" 20 16 546 6 28 349 13 14 14
"SOX14" 174 222 389 186 321 139 248 197 255
"ANKRD49" 718 765 1242 964 873 729 990 769 1209
"SFTPB" 2 4 4 2 3 8 4 0 2
"USP39" 5373 5978 9203 5629 7008 3864 5164 4433 7504
"TNIP2" 5137 3206 3894 4353 3396 2333 3897 3384 2983
"C2orf68" 1815 1242 3260 1621 1517 1131 1680 758 2547
"TMEM150A" 1435 1071 3163 1414 1526 1586 1215 1299 1984
"RNF181" 2862 3049 3068 3420 3337 1664 2908 2826 2486
"VAMP5" 1899 3020 843 2835 2743 613 2016 2249 1277
"BTNL3" 0 0 0 0 0 1 0 0 1
"LRRC28" 701 730 1029 679 878 576 722 471 1169
"MAT2A" 2219 1751 4578 1978 1831 3654 2613 3278 3621
"PLA2G4F" 38 41 179 34 50 52 84 24 102
"ENHO" 1 1 2 6 4 1 0 0 7
"ZNF608" 275 267 275 355 417 102 495 96 304
"SLC35G2" 224 376 417 228 385 193 292 253 394
"INPP5D" 666 721 861 850 911 837 891 543 627
"LETM1" 930 1081 1710 832 1071 1013 1075 2536 1300
"CTRB1" 1 1 1 2 0 13 1 1 3
"CTRB2" 0 2 0 5 4 8 0 0 1
"TRIM49" 0 0 0 0 0 0 0 0 0
"TMEM129" 1124 1430 2594 1284 1476 1191 1515 998 1830
"PPIC" 1750 2642 2190 2014 2454 1956 1794 2092 1797
"SPRY3" 0 1 0 0 0 0 0 0 0
"CEP120" 720 609 1321 792 654 703 795 452 1212
"STXBP6" 360 1656 242 502 1500 150 579 926 693
"TM4SF20" 0 2 0 1 2 3 1 2 3
"MFF" 2510 2794 3005 2707 2764 1391 2931 2525 3189
"GRM5" 11 21 7 10 4 19 11 14 11
"LGALS9" 253 264 503 1076 909 2017 179 298 189
"JMJD7-PLA2G4B" 385 311 644 325 428 324 455 343 607
"CPLX1" 26 36 177 29 42 78 35 49 145
"PXDC1" 6297 5435 7951 7491 6130 6108 5957 5613 6002
"SIGLEC7" 98 72 96 40 72 74 61 60 52
"NTSR2" 0 0 0 0 0 3 0 2 0
"E2F6" 464 497 713 508 503 450 487 969 542
"FEM1B" 4204 3813 6348 4146 4125 3721 4545 5012 4998
"COMMD8" 1227 1559 1439 1118 1366 777 1313 2100 1639
"ATP5ME" 2203 2801 2651 2024 2719 957 2595 2655 2575
"UQCRFS1" 2868 3512 3437 2769 3327 1828 2822 4757 3370
"SLC49A3" 110 158 198 101 167 196 123 184 127
"COL4A3" 51 45 234 48 67 99 95 40 87
"MAP2K1" 4628 5227 5995 4564 4957 3957 4314 3662 3950
"KLK7" 0 2 0 0 0 2 1 0 0
"HNRNPH1" 10698 11240 14037 9995 11227 9572 10169 18002 17936
"IRS1" 1471 604 1960 1678 814 2160 1394 2842 1349
"MECP2" 1815 1580 2513 1682 1583 1456 1697 1085 1401
"VCX3A" 0 0 0 0 0 0 0 1 0
"UPF3A" 760 646 1188 724 703 604 1086 809 1319
"ZBBX" 0 6 1 0 2 3 0 0 0
"ACTBL2" 22 7 38 9 9 150 7 93 7
"ROR2" 73 103 1137 97 134 360 49 59 55
"AR" 124 20 139 49 26 51 44 9 31
"DHRSX" 0 0 0 0 0 0 0 0 0
"VXN" 446 228 175 326 263 88 297 307 258
"HSPBAP1" 1642 1558 1757 1509 1779 1155 1225 1054 1956
"ASMTL" 0 0 0 0 0 0 0 0 0
"SLC25A6" 0 0 0 0 0 0 0 0 0
"CHST14" 1451 1562 2661 1861 1728 954 2144 984 1846
"PARM1" 425 647 2653 374 540 1563 466 571 275
"CSNK1G1" 1052 903 1685 1317 1249 1198 1353 500 1283
"FAM110B" 133 180 246 131 163 111 111 66 87
"ARMC4" 4 9 18 3 2 13 4 3 5
"AFAP1L2" 430 646 542 522 597 564 628 287 295
"ZNF354A" 997 759 1189 875 750 1177 1098 1417 1147
"ATF5" 1190 1165 1643 1472 1404 2061 1246 2090 1167
"UBE2V2" 3064 3335 3707 2843 3110 2132 2640 3429 2747
"GOT1L1" 1 0 0 0 3 0 1 5 1
"ZBTB43" 2297 1968 2638 2753 2508 2869 1672 4095 1779
"CPT1C" 20 33 77 28 35 37 24 61 47
"PCSK9" 4 1 4 2 0 1 4 5 3
"XPO6" 2903 2465 4959 3076 3134 4402 3226 3315 3497
"GSG1L" 11 17 49 9 16 38 9 12 11
"MN1" 112 188 87 141 185 46 126 67 72
"APEX2" 1861 1473 2504 1950 1688 1190 1894 2587 2125
"NSMCE1" 2008 1816 2123 1866 1859 1144 2224 1010 2005
"CCDC126" 254 353 454 204 274 192 216 290 348
"IL13" 1 0 0 0 0 0 0 2 0
"NPIPB12" 3 8 17 4 2 4 2 13 7
"OR10G3" 0 2 0 0 0 3 0 0 0
"RAB3B" 204 168 665 238 216 630 148 178 466
"OR6F1" 1 1 3 0 0 0 1 1 3
"CD2BP2" 2463 2274 4046 2691 2569 2456 2481 4350 2967
"RSPO1" 6 7 45 5 5 5 2 3 4
"RGS14" 75 157 81 89 156 107 123 122 90
"TBC1D10B" 1629 1828 3421 1704 1871 1811 1817 1561 2044
"LMAN2" 9580 9217 9165 10410 9991 6402 9588 9887 7339
"GCSAML" 17 20 19 14 17 45 28 7 10
"RAB24" 2614 1749 1996 2432 1853 1405 1877 1248 1660
"PRELID1" 5481 8257 7296 5118 7776 3658 4964 9504 5908
"THBS3" 644 405 662 590 563 486 860 306 711
"CA5B" 750 670 1028 748 750 631 696 1019 1045
"SLC50A1" 5197 2866 3274 5247 3168 1719 4810 1793 3133
"EFNA1" 36503 22239 17075 37172 22874 14355 40015 16857 17087
"CXCL10" 78 144 112 9942 14204 6990 81 537 33
"NPIPB3" 19 28 56 24 29 46 21 26 54
"SH3TC2" 1938 573 1193 1103 684 914 1224 3370 902
"CXCL11" 4 16 6 597 498 949 24 63 26
"ZRSR2" 284 455 474 358 594 423 257 297 393
"NMD3" 3693 3516 3620 3905 3492 2217 3770 5181 3516
"ADRB2" 85 218 97 103 164 141 111 436 113
"B3GALNT1" 483 588 594 674 653 633 742 555 689
"GPRIN1" 26 10 63 44 40 189 21 26 10
"HSPB3" 1 4 4 2 2 1 1 13 2
"KCNAB1" 151 175 163 94 112 84 157 96 171
"MRPL1" 937 1183 1038 1222 1163 601 1607 1046 1330
"SHE" 131 425 172 141 407 61 175 324 183
"NR0B1" 2 1 0 0 0 2 0 0 0
"PGM2" 7884 4506 6380 6805 5331 3615 6130 2973 5624
"STK32A" 5 8 10 4 3 5 3 6 3
"IL1RAPL1" 24 79 20 25 14 35 11 18 15
"P2RY12" 137 326 254 161 353 119 102 143 345
"C22orf15" 34 61 27 28 48 22 28 66 39
"OR5AU1" 0 0 2 1 0 0 1 0 0
"MINAR1" 105 153 194 97 113 119 83 25 153
"PDILT" 0 0 2 0 1 9 1 1 1
"UMOD" 0 0 1 1 0 2 1 0 0
"GP2" 1 2 1 0 2 2 2 0 0
"SLC33A1" 1753 1104 2137 1619 1227 1017 1614 645 1621
"SNUPN" 887 897 927 952 863 440 1091 533 900
"CRADD" 477 578 1412 529 514 642 569 323 542
"SIN3A" 4431 3885 5535 4962 4914 3584 4271 4499 3916
"ARL13B" 177 297 275 168 262 175 184 114 201
"RNASE2" 1 1 5 3 4 13 1 10 1
"ELSPBP1" 0 0 0 1 1 0 0 0 2
"RNASE3" 3 0 1 0 0 0 0 0 0
"PTK2" 8278 8939 11185 8363 8581 6990 8500 4524 9591
"RSPH10B2" 99 97 109 99 109 75 117 63 89
"PTAFR" 543 243 367 612 389 765 368 115 261
"PTPN9" 2814 3279 4317 3472 3985 1628 3146 1686 2969
"RNASE6" 225 208 443 258 222 484 234 94 335
"NPR1" 64 427 376 85 343 212 53 351 154
"KCNK9" 11 6 5 2 4 4 4 1 6
"CXCL8" 108773 62835 133155 37031 30083 37220 25311 27877 15061
"SCN9A" 64 114 36 60 57 41 53 62 51
"RASSF6" 4387 3371 5350 5757 5037 2937 5444 4248 5367
"COL22A1" 9 10 60 4 3 68 2 7 2
"SDC2" 3047 4250 3591 2346 3405 2430 2420 1833 2801
"CD52" 34 109 87 36 47 116 22 151 81
"MMGT1" 1433 1315 1807 1260 1420 1017 1424 1808 1615
"SPRR1B" 105 33 8 84 18 8 86 40 8
"SPRR1A" 1 3 1 3 3 2 1 2 0
"OR4K14" 0 0 0 0 0 0 0 0 0
"OR4K15" 0 0 0 0 0 0 0 0 0
"TM2D2" 3926 3146 3413 3925 3569 2985 3752 10444 3090
"HTRA4" 2232 982 2556 2025 1537 12585 1747 3594 390
"PLEKHA2" 3758 2578 3193 4174 2627 2626 5285 1892 2748
"CLIC4" 57142 37695 40112 56001 37801 45993 48234 49583 34962
"SLC38A11" 220 52 49 170 68 69 120 134 70
"GPR183" 579 1247 657 605 1041 1230 660 2065 599
"CRCT1" 37 37 51 52 21 83 29 120 5
"CCDC8" 253 302 342 342 315 160 443 173 416
"METTL15" 530 571 655 535 655 349 650 256 1143
"ZNF280A" 0 2 3 0 5 11 1 153 2
"MUC15" 4292 2092 5272 18661 11323 12729 4506 2052 4682
"CT55" 2 3 0 0 1 0 0 0 0
"ZEB2" 2016 2360 3902 1878 2483 2420 1846 1977 1630
"GJB1" 0 0 2 1 0 0 0 0 0
"PCBP1" 18727 16102 21732 20437 16556 14259 17890 16419 14482
"HINT1" 9518 14037 10436 9524 11671 4410 9764 15766 9624
"DTWD2" 200 246 283 211 238 120 221 144 257
"VPREB1" 1 0 0 0 0 0 0 0 0
"CLIC3" 4877 3833 4158 7473 3359 2718 6315 1607 3712
"INO80E" 1071 1331 1807 1217 1338 952 1533 1108 1641
"BNC1" 60 86 37 42 63 80 59 56 49
"DFFB" 178 258 337 283 276 161 334 101 390
"NFU1" 1574 2253 1752 1503 1974 770 1718 1686 1838
"ANTXR1" 1226 1801 3602 1068 1873 6521 1227 1729 756
"GKN1" 9 14 727 12 64 1923 9 128 4
"CKAP2L" 393 434 599 492 428 356 536 599 694
"C15orf40" 1174 1131 1723 1272 1203 734 1484 1167 1562
"RAMAC" 634 581 842 668 657 437 756 783 679
"PROKR1" 2 7 6 8 20 5 8 8 6
"APLF" 589 501 524 523 579 255 587 293 680
"BOLA2B" 0 1 0 0 1 0 0 0 0
"RGPD8" 40 48 55 47 45 23 49 66 51
"HIC2" 5764 5000 7924 7044 6574 3761 7168 5040 6065
"LUZP1" 2475 2556 3650 2368 2664 2774 2698 3785 2636
"HEXD" 418 277 653 577 417 541 526 307 548
"DRD5" 0 0 1 2 3 2 1 2 4
